UID,Admin2,Province_State,Cases
84019007,Appanoose,Iowa,2736
84019009,Audubon,Iowa,1052
84019011,Benton,Iowa,5769
84019013,Black Hawk,Iowa,31394
84019015,Boone,Iowa,5182
84019017,Bremer,Iowa,5258
84019019,Buchanan,Iowa,4321
84019021,Buena Vista,Iowa,6268
84019023,Butler,Iowa,3057
84019025,Calhoun,Iowa,2507
84019027,Carroll,Iowa,4758
84019029,Cass,Iowa,2830
84019031,Cedar,Iowa,3880
84019033,Cerro Gordo,Iowa,10548
84019035,Cherokee,Iowa,2861
84019037,Chickasaw,Iowa,2572
84019039,Clarke,Iowa,2141
84019041,Clay,Iowa,3940
84019043,Clayton,Iowa,3290
84019045,Clinton,Iowa,11117
84019047,Crawford,Iowa,4391
84019049,Dallas,Iowa,21633
84019051,Davis,Iowa,1532
84019053,Decatur,Iowa,1430
84019055,Delaware,Iowa,3893
84019057,Des Moines,Iowa,8690
84019059,Dickinson,Iowa,4006
84019061,Dubuque,Iowa,24764
84019063,Emmet,Iowa,2268
84019065,Fayette,Iowa,3855
84019067,Floyd,Iowa,3385
84019069,Franklin,Iowa,2395
84019071,Fremont,Iowa,1329
84019073,Greene,Iowa,1634
84019075,Grundy,Iowa,2427
84019077,Guthrie,Iowa,2261
84019079,Hamilton,Iowa,3340
84019081,Hancock,Iowa,2700
84019083,Hardin,Iowa,3938
84019085,Harrison,Iowa,3309
84019087,Henry,Iowa,5350
84019089,Howard,Iowa,1972
84019091,Humboldt,Iowa,2549
84019093,Ida,Iowa,1751
84019095,Iowa,Iowa,3509
84019097,Jackson,Iowa,4455
84019099,Jasper,Iowa,8185
84019101,Jefferson,Iowa,3221
84019103,Johnson,Iowa,32095
84019105,Jones,Iowa,5271
84019107,Keokuk,Iowa,1942
84019109,Kossuth,Iowa,3637
84019111,Lee,Iowa,7558
84019113,Linn,Iowa,49433
84019115,Louisa,Iowa,2380
84019117,Lucas,Iowa,1657
84019119,Lyon,Iowa,2675
84019121,Madison,Iowa,3016
84019123,Mahaska,Iowa,4699
84019125,Marion,Iowa,7246
84019127,Marshall,Iowa,8993
84019129,Mills,Iowa,3181
84019131,Mitchell,Iowa,2363
84019133,Monona,Iowa,1629
84019135,Monroe,Iowa,1806
84019137,Montgomery,Iowa,2091
84019139,Muscatine,Iowa,9162
84019141,O'Brien,Iowa,3319
84019143,Osceola,Iowa,1341
84080019,Out of IA,Iowa,0
84019145,Page,Iowa,3236
84019147,Palo Alto,Iowa,1962
84019149,Plymouth,Iowa,6148
84019151,Pocahontas,Iowa,1537
84019153,Polk,Iowa,115913
84019155,Pottawattamie,Iowa,23150
84019157,Poweshiek,Iowa,3374
84019159,Ringgold,Iowa,1072
84019161,Sac,Iowa,2307
84019163,Scott,Iowa,39182
84019165,Shelby,Iowa,2612
84019167,Sioux,Iowa,7841
84019169,Story,Iowa,18670
84019171,Tama,Iowa,3707
84019173,Taylor,Iowa,1258
84090019,Unassigned,Iowa,2454
84019175,Union,Iowa,2581
84019177,Van Buren,Iowa,1314
84019179,Wapello,Iowa,8566
84019181,Warren,Iowa,11805
84019183,Washington,Iowa,5414
84019185,Wayne,Iowa,1186
84019187,Webster,Iowa,9958
84019189,Winnebago,Iowa,2838
84019191,Winneshiek,Iowa,3599
84019193,Woodbury,Iowa,27835
84019195,Worth,Iowa,1685
84019197,Wright,Iowa,3513
84020001,Allen,Kansas,3804
84020003,Anderson,Kansas,2040
84020005,Atchison,Kansas,4150
84020007,Barber,Kansas,1004
84020009,Barton,Kansas,6292
84020011,Bourbon,Kansas,4254
84020013,Brown,Kansas,2620
84020015,Butler,Kansas,18297
84020017,Chase,Kansas,656
84020019,Chautauqua,Kansas,817
84020021,Cherokee,Kansas,5901
84020023,Cheyenne,Kansas,650
84020025,Clark,Kansas,481
84020027,Clay,Kansas,1911
84020029,Cloud,Kansas,2157
84020031,Coffey,Kansas,2299
84020033,Comanche,Kansas,438
84020035,Cowley,Kansas,9850
84020037,Crawford,Kansas,11371
84020039,Decatur,Kansas,601
84020041,Dickinson,Kansas,4619
84020043,Doniphan,Kansas,2354
84020045,Douglas,Kansas,23995
84020047,Edwards,Kansas,553
84020049,Elk,Kansas,553
84020051,Ellis,Kansas,6918
84020053,Ellsworth,Kansas,1984
84020055,Finney,Kansas,11379
84020057,Ford,Kansas,10447
84020059,Franklin,Kansas,6716
84020061,Geary,Kansas,8801
84020063,Gove,Kansas,771
84020065,Graham,Kansas,527
84020067,Grant,Kansas,2161
84020069,Gray,Kansas,1197
84020071,Greeley,Kansas,331
84020073,Greenwood,Kansas,1729
84020075,Hamilton,Kansas,458
84020077,Harper,Kansas,1610
84020079,Harvey,Kansas,9189
84020081,Haskell,Kansas,943
84020083,Hodgeman,Kansas,403
84020085,Jackson,Kansas,3773
84020087,Jefferson,Kansas,4597
84020089,Jewell,Kansas,769
84020091,Johnson,Kansas,139089
84020093,Kearny,Kansas,1216
84020095,Kingman,Kansas,1897
84020097,Kiowa,Kansas,646
84020099,Labette,Kansas,6325
84020101,Lane,Kansas,287
84020103,Leavenworth,Kansas,18450
84020105,Lincoln,Kansas,608
84020107,Linn,Kansas,2709
84020109,Logan,Kansas,818
84020111,Lyon,Kansas,9590
84020115,Marion,Kansas,3214
84020117,Marshall,Kansas,2495
84020113,McPherson,Kansas,7505
84020119,Meade,Kansas,1187
84020121,Miami,Kansas,7432
84020123,Mitchell,Kansas,1387
84020125,Montgomery,Kansas,9117
84020127,Morris,Kansas,1456
84020129,Morton,Kansas,611
84020131,Nemaha,Kansas,3147
84020133,Neosho,Kansas,4917
84020135,Ness,Kansas,770
84020137,Norton,Kansas,2112
84020139,Osage,Kansas,3790
84020141,Osborne,Kansas,764
84020143,Ottawa,Kansas,1151
84080020,Out of KS,Kansas,0
84020145,Pawnee,Kansas,2051
84020147,Phillips,Kansas,1326
84020149,Pottawatomie,Kansas,5466
84020151,Pratt,Kansas,1846
84020153,Rawlins,Kansas,668
84020155,Reno,Kansas,18020
84020157,Republic,Kansas,1300
84020159,Rice,Kansas,2503
84020161,Riley,Kansas,12513
84020163,Rooks,Kansas,1298
84020165,Rush,Kansas,786
84020167,Russell,Kansas,1826
84020169,Saline,Kansas,13649
84020171,Scott,Kansas,1253
84020173,Sedgwick,Kansas,141250
84020175,Seward,Kansas,6866
84020177,Shawnee,Kansas,46353
84020179,Sheridan,Kansas,771
84020181,Sherman,Kansas,1464
84020183,Smith,Kansas,629
84020185,Stafford,Kansas,1102
84020187,Stanton,Kansas,423
84020189,Stevens,Kansas,1431
84020191,Sumner,Kansas,5456
84020193,Thomas,Kansas,2315
84020195,Trego,Kansas,734
84090020,Unassigned,Kansas,0
84020197,Wabaunsee,Kansas,1572
84020199,Wallace,Kansas,407
84020201,Washington,Kansas,1336
84020203,Wichita,Kansas,483
84020205,Wilson,Kansas,2702
84020207,Woodson,Kansas,764
84020209,Wyandotte,Kansas,45364
84021001,Adair,Kentucky,4982
84021003,Allen,Kentucky,6118
84021005,Anderson,Kentucky,5738
84021007,Ballard,Kentucky,1196
84021009,Barren,Kentucky,11846
84021011,Bath,Kentucky,2506
84021013,Bell,Kentucky,8063
84021015,Boone,Kentucky,34748
84021017,Bourbon,Kentucky,5409
84021019,Boyd,Kentucky,14712
84021021,Boyle,Kentucky,7683
84021023,Bracken,Kentucky,2016
84021025,Breathitt,Kentucky,3077
84021027,Breckinridge,Kentucky,4735
84021029,Bullitt,Kentucky,20027
84021031,Butler,Kentucky,3321
84021033,Caldwell,Kentucky,3647
84021035,Calloway,Kentucky,7634
84021037,Campbell,Kentucky,21323
84021039,Carlisle,Kentucky,926
84021041,Carroll,Kentucky,3303
84021043,Carter,Kentucky,7572
84021045,Casey,Kentucky,3561
84021047,Christian,Kentucky,14220
84021049,Clark,Kentucky,9041
84021051,Clay,Kentucky,6993
84021053,Clinton,Kentucky,3126
84021055,Crittenden,Kentucky,1868
84021057,Cumberland,Kentucky,1986
84021059,Daviess,Kentucky,29406
84021061,Edmonson,Kentucky,2308
84021063,Elliott,Kentucky,1814
84021065,Estill,Kentucky,3423
84021067,Fayette,Kentucky,87299
84021069,Fleming,Kentucky,3357
84021071,Floyd,Kentucky,10612
84021073,Franklin,Kentucky,12210
84021075,Fulton,Kentucky,1113
84021077,Gallatin,Kentucky,2102
84021079,Garrard,Kentucky,4412
84021081,Grant,Kentucky,6354
84021083,Graves,Kentucky,10764
84021085,Grayson,Kentucky,7275
84021087,Green,Kentucky,3241
84021089,Greenup,Kentucky,10903
84021091,Hancock,Kentucky,2325
84021093,Hardin,Kentucky,30701
84021095,Harlan,Kentucky,8289
84021097,Harrison,Kentucky,5735
84021099,Hart,Kentucky,5060
84021101,Henderson,Kentucky,12841
84021103,Henry,Kentucky,4529
84021105,Hickman,Kentucky,780
84021107,Hopkins,Kentucky,13593
84021109,Jackson,Kentucky,3842
84021111,Jefferson,Kentucky,205181
84021113,Jessamine,Kentucky,14150
84021115,Johnson,Kentucky,5377
84021117,Kenton,Kentucky,39320
84021119,Knott,Kentucky,3490
84021121,Knox,Kentucky,10377
84021123,Larue,Kentucky,3479
84021125,Laurel,Kentucky,16737
84021127,Lawrence,Kentucky,4011
84021129,Lee,Kentucky,2341
84021131,Leslie,Kentucky,3109
84021133,Letcher,Kentucky,5934
84021135,Lewis,Kentucky,4107
84021137,Lincoln,Kentucky,5735
84021139,Livingston,Kentucky,2111
84021141,Logan,Kentucky,7718
84021143,Lyon,Kentucky,2604
84021151,Madison,Kentucky,25628
84021153,Magoffin,Kentucky,3408
84021155,Marion,Kentucky,6047
84021157,Marshall,Kentucky,7949
84021159,Martin,Kentucky,2846
84021161,Mason,Kentucky,4274
84021145,McCracken,Kentucky,17023
84021147,McCreary,Kentucky,4615
84021149,McLean,Kentucky,2484
84021163,Meade,Kentucky,5424
84021165,Menifee,Kentucky,1266
84021167,Mercer,Kentucky,6812
84021169,Metcalfe,Kentucky,2627
84021171,Monroe,Kentucky,3450
84021173,Montgomery,Kentucky,5979
84021175,Morgan,Kentucky,4049
84021177,Muhlenberg,Kentucky,9563
84021179,Nelson,Kentucky,13626
84021181,Nicholas,Kentucky,1744
84021183,Ohio,Kentucky,6922
84021185,Oldham,Kentucky,17040
84080021,Out of KY,Kentucky,0
84021187,Owen,Kentucky,2261
84021189,Owsley,Kentucky,1340
84021191,Pendleton,Kentucky,3295
84021193,Perry,Kentucky,8866
84021195,Pike,Kentucky,15790
84021197,Powell,Kentucky,4293
84021199,Pulaski,Kentucky,14465
84021201,Robertson,Kentucky,572
84021203,Rockcastle,Kentucky,4557
84021205,Rowan,Kentucky,5843
84021207,Russell,Kentucky,5569
84021209,Scott,Kentucky,14584
84021211,Shelby,Kentucky,12386
84021213,Simpson,Kentucky,5308
84021215,Spencer,Kentucky,5003
84021217,Taylor,Kentucky,7838
84021219,Todd,Kentucky,2752
84021221,Trigg,Kentucky,3240
84021223,Trimble,Kentucky,2044
84090021,Unassigned,Kentucky,2307
84021225,Union,Kentucky,4049
84021227,Warren,Kentucky,40569
84021229,Washington,Kentucky,3587
84021231,Wayne,Kentucky,4457
84021233,Webster,Kentucky,3669
84021235,Whitley,Kentucky,12644
84021237,Wolfe,Kentucky,1997
84021239,Woodford,Kentucky,6276
84022001,Acadia,Louisiana,14620
84022003,Allen,Louisiana,7204
84022005,Ascension,Louisiana,32308
84022007,Assumption,Louisiana,5134
84022009,Avoyelles,Louisiana,10495
84022011,Beauregard,Louisiana,8520
84022013,Bienville,Louisiana,3600
84022015,Bossier,Louisiana,34473
84022017,Caddo,Louisiana,61928
84022019,Calcasieu,Louisiana,50399
84022021,Caldwell,Louisiana,2772
84022023,Cameron,Louisiana,1121
84022025,Catahoula,Louisiana,2469
84022027,Claiborne,Louisiana,2980
84022029,Concordia,Louisiana,4640
84022031,De Soto,Louisiana,6819
84022033,East Baton Rouge,Louisiana,102478
84022035,East Carroll,Louisiana,2208
84022037,East Feliciana,Louisiana,6543
84022039,Evangeline,Louisiana,7706
84022041,Franklin,Louisiana,6279
84022043,Grant,Louisiana,5319
84022045,Iberia,Louisiana,17404
84022047,Iberville,Louisiana,8275
84022049,Jackson,Louisiana,3930
84022051,Jefferson,Louisiana,105555
84022053,Jefferson Davis,Louisiana,6437
84022059,LaSalle,Louisiana,3811
84022055,Lafayette,Louisiana,57009
84022057,Lafourche,Louisiana,25417
84022061,Lincoln,Louisiana,11030
84022063,Livingston,Louisiana,33972
84022065,Madison,Louisiana,2979
84022067,Morehouse,Louisiana,6314
84022069,Natchitoches,Louisiana,9269
84022071,Orleans,Louisiana,80736
84022073,Ouachita,Louisiana,46035
84080022,Out of LA,Louisiana,0
84022075,Plaquemines,Louisiana,6005
84022077,Pointe Coupee,Louisiana,5368
84022079,Rapides,Louisiana,30083
84022081,Red River,Louisiana,1957
84022083,Richland,Louisiana,5807
84022085,Sabine,Louisiana,5848
84022087,St. Bernard,Louisiana,10456
84022089,St. Charles,Louisiana,12881
84022091,St. Helena,Louisiana,1782
84022093,St. James,Louisiana,5200
84022095,St. John the Baptist,Louisiana,9802
84022097,St. Landry,Louisiana,20298
84022099,St. Martin,Louisiana,11736
84022101,St. Mary,Louisiana,11598
84022103,St. Tammany,Louisiana,66502
84022105,Tangipahoa,Louisiana,32031
84022107,Tensas,Louisiana,905
84022109,Terrebonne,Louisiana,28410
84090022,Unassigned,Louisiana,912
84022111,Union,Louisiana,6181
84022113,Vermilion,Louisiana,13928
84022115,Vernon,Louisiana,9176
84022117,Washington,Louisiana,11837
84022119,Webster,Louisiana,10143
84022121,West Baton Rouge,Louisiana,6666
84022123,West Carroll,Louisiana,3191
84022125,West Feliciana,Louisiana,2637
84022127,Winn,Louisiana,3954
84023001,Androscoggin,Maine,18097
84023003,Aroostook,Maine,8561
84023005,Cumberland,Maine,37524
84023007,Franklin,Maine,4433
84023009,Hancock,Maine,5282
84023011,Kennebec,Maine,17289
84023013,Knox,Maine,4267
84023015,Lincoln,Maine,3795
84080023,Out of ME,Maine,0
84023017,Oxford,Maine,8838
84023019,Penobscot,Maine,20231
84023021,Piscataquis,Maine,2265
84023023,Sagadahoc,Maine,3743
84023025,Somerset,Maine,7583
84090023,Unassigned,Maine,1
84023027,Waldo,Maine,4427
84023029,Washington,Maine,3161
84023031,York,Maine,30418
84024001,Allegany,Maryland,15842
84024003,Anne Arundel,Maryland,84941
84024005,Baltimore,Maryland,125525
84024510,Baltimore City,Maryland,105682
84024009,Calvert,Maryland,10537
84024011,Caroline,Maryland,5754
84024013,Carroll,Maryland,20170
84024015,Cecil,Maryland,14483
84024017,Charles,Maryland,26462
84024019,Dorchester,Maryland,7268
84024021,Frederick,Maryland,43090
84024023,Garrett,Maryland,5237
84024025,Harford,Maryland,36259
84024027,Howard,Maryland,41114
84024029,Kent,Maryland,2904
84024031,Montgomery,Maryland,158444
84080024,Out of MD,Maryland,0
84024033,Prince George's,Maryland,162414
84024035,Queen Anne's,Maryland,6754
84024039,Somerset,Maryland,4911
84024037,St. Mary's,Maryland,17780
84024041,Talbot,Maryland,5246
84090024,Unassigned,Maryland,1225
84024043,Washington,Maryland,33048
84024045,Wicomico,Maryland,18502
84024047,Worcester,Maryland,8213
84025001,Barnstable,Massachusetts,33424
84025003,Berkshire,Massachusetts,21178
84025005,Bristol,Massachusetts,145215
84025007,Dukes,Massachusetts,0
84070002,Dukes and Nantucket,Massachusetts,6605
84025009,Essex,Massachusetts,199398
84025011,Franklin,Massachusetts,9705
84025013,Hampden,Massachusetts,127853
84025015,Hampshire,Massachusetts,24715
84025017,Middlesex,Massachusetts,308833
84025019,Nantucket,Massachusetts,0
84025021,Norfolk,Massachusetts,125812
84080025,Out of MA,Massachusetts,0
84025023,Plymouth,Massachusetts,112017
84025025,Suffolk,Massachusetts,200633
84090025,Unassigned,Massachusetts,130442
84025027,Worcester,Massachusetts,184632
84026001,Alcona,Michigan,1644
84026003,Alger,Michigan,1644
84026005,Allegan,Michigan,26060
84026007,Alpena,Michigan,5286
84026009,Antrim,Michigan,4123
84026011,Arenac,Michigan,3056
84026013,Baraga,Michigan,1959
84026015,Barry,Michigan,13794
84026017,Bay,Michigan,26025
84026019,Benzie,Michigan,3278
84026021,Berrien,Michigan,33672
84026023,Branch,Michigan,10968
84026025,Calhoun,Michigan,32655
84026027,Cass,Michigan,10810
84026029,Charlevoix,Michigan,4750
84026031,Cheboygan,Michigan,4435
84026033,Chippewa,Michigan,7944
84026035,Clare,Michigan,6454
84026037,Clinton,Michigan,19895
84026039,Crawford,Michigan,2416
84026041,Delta,Michigan,9573
84026043,Dickinson,Michigan,7136
84026045,Eaton,Michigan,25516
84026047,Emmet,Michigan,6172
84070005,Federal Correctional Institution (FCI),Michigan,324
84026049,Genesee,Michigan,97310
84026051,Gladwin,Michigan,5369
84026053,Gogebic,Michigan,3154
84026055,Grand Traverse,Michigan,16281
84026057,Gratiot,Michigan,10161
84026059,Hillsdale,Michigan,9960
84026061,Houghton,Michigan,7509
84026063,Huron,Michigan,7818
84026065,Ingham,Michigan,61111
84026067,Ionia,Michigan,15758
84026069,Iosco,Michigan,4578
84026071,Iron,Michigan,2540
84026073,Isabella,Michigan,14942
84026075,Jackson,Michigan,38239
84026077,Kalamazoo,Michigan,56075
84026079,Kalkaska,Michigan,3367
84026081,Kent,Michigan,160648
84026083,Keweenaw,Michigan,489
84026085,Lake,Michigan,1735
84026087,Lapeer,Michigan,19677
84026089,Leelanau,Michigan,3402
84026091,Lenawee,Michigan,23578
84026093,Livingston,Michigan,44215
84026095,Luce,Michigan,1352
84026097,Mackinac,Michigan,2278
84026099,Macomb,Michigan,219634
84026101,Manistee,Michigan,3419
84026103,Marquette,Michigan,14276
84026105,Mason,Michigan,6273
84026107,Mecosta,Michigan,8243
84026109,Menominee,Michigan,5345
84070004,Michigan Department of Corrections (MDOC),Michigan,36600
84026111,Midland,Michigan,18222
84026113,Missaukee,Michigan,2763
84026115,Monroe,Michigan,36708
84026117,Montcalm,Michigan,14411
84026119,Montmorency,Michigan,1647
84026121,Muskegon,Michigan,38072
84026123,Newaygo,Michigan,11012
84026125,Oakland,Michigan,274131
84026127,Oceana,Michigan,6032
84026129,Ogemaw,Michigan,4123
84026131,Ontonagon,Michigan,935
84026133,Osceola,Michigan,4759
84026135,Oscoda,Michigan,1395
84026137,Otsego,Michigan,5335
84026139,Ottawa,Michigan,72149
84080026,Out of MI,Michigan,5781
84026141,Presque Isle,Michigan,2022
84026143,Roscommon,Michigan,4412
84026145,Saginaw,Michigan,47277
84026151,Sanilac,Michigan,8347
84026153,Schoolcraft,Michigan,1653
84026155,Shiawassee,Michigan,17080
84026147,St. Clair,Michigan,39054
84026149,St. Joseph,Michigan,13307
84026157,Tuscola,Michigan,12757
84090026,Unassigned,Michigan,9
84026159,Van Buren,Michigan,16392
84026161,Washtenaw,Michigan,69800
84026163,Wayne,Michigan,383873
84026165,Wexford,Michigan,6667
84027001,Aitkin,Minnesota,2779
84027003,Anoka,Minnesota,94222
84027005,Becker,Minnesota,8091
84027007,Beltrami,Minnesota,10751
84027009,Benton,Minnesota,13116
84027011,Big Stone,Minnesota,1296
84027013,Blue Earth,Minnesota,16605
84027015,Brown,Minnesota,6253
84027017,Carlton,Minnesota,8037
84027019,Carver,Minnesota,25164
84027021,Cass,Minnesota,6418
84027023,Chippewa,Minnesota,2876
84027025,Chisago,Minnesota,13642
84027027,Clay,Minnesota,17915
84027029,Clearwater,Minnesota,2013
84027031,Cook,Minnesota,513
84027033,Cottonwood,Minnesota,3050
84027035,Crow Wing,Minnesota,14959
84027037,Dakota,Minnesota,104237
84027039,Dodge,Minnesota,5342
84027041,Douglas,Minnesota,10283
84027043,Faribault,Minnesota,3566
84027045,Fillmore,Minnesota,4368
84027047,Freeborn,Minnesota,8505
84027049,Goodhue,Minnesota,12187
84027051,Grant,Minnesota,1380
84027053,Hennepin,Minnesota,283455
84027055,Houston,Minnesota,3948
84027057,Hubbard,Minnesota,4624
84027059,Isanti,Minnesota,9629
84027061,Itasca,Minnesota,10348
84027063,Jackson,Minnesota,2070
84027065,Kanabec,Minnesota,3330
84027067,Kandiyohi,Minnesota,12629
84027069,Kittson,Minnesota,988
84027071,Koochiching,Minnesota,2523
84027073,Lac qui Parle,Minnesota,1627
84027075,Lake,Minnesota,1916
84027077,Lake of the Woods,Minnesota,712
84027079,Le Sueur,Minnesota,6086
84027081,Lincoln,Minnesota,1169
84027083,Lyon,Minnesota,6821
84027087,Mahnomen,Minnesota,1466
84027089,Marshall,Minnesota,1908
84027091,Martin,Minnesota,5220
84027085,McLeod,Minnesota,9916
84027093,Meeker,Minnesota,5580
84027095,Mille Lacs,Minnesota,6856
84027097,Morrison,Minnesota,8583
84027099,Mower,Minnesota,11318
84027101,Murray,Minnesota,1954
84027103,Nicollet,Minnesota,7455
84027105,Nobles,Minnesota,6683
84027107,Norman,Minnesota,1400
84027109,Olmsted,Minnesota,37640
84027111,Otter Tail,Minnesota,12629
84080027,Out of MN,Minnesota,0
84027113,Pennington,Minnesota,3281
84027115,Pine,Minnesota,6617
84027117,Pipestone,Minnesota,1911
84027119,Polk,Minnesota,7899
84027121,Pope,Minnesota,2771
84027123,Ramsey,Minnesota,117587
84027125,Red Lake,Minnesota,888
84027127,Redwood,Minnesota,3680
84027129,Renville,Minnesota,3421
84027131,Rice,Minnesota,16755
84027133,Rock,Minnesota,2265
84027135,Roseau,Minnesota,4240
84027139,Scott,Minnesota,38184
84027141,Sherburne,Minnesota,26165
84027143,Sibley,Minnesota,3293
84027137,St. Louis,Minnesota,43144
84027145,Stearns,Minnesota,48162
84027147,Steele,Minnesota,9763
84027149,Stevens,Minnesota,2477
84027151,Swift,Minnesota,2132
84027153,Todd,Minnesota,6295
84027155,Traverse,Minnesota,758
84090027,Unassigned,Minnesota,8518
84027157,Wabasha,Minnesota,5183
84027159,Wadena,Minnesota,3912
84027161,Waseca,Minnesota,5241
84027163,Washington,Minnesota,63275
84027165,Watonwan,Minnesota,2720
84027167,Wilkin,Minnesota,1515
84027169,Winona,Minnesota,11625
84027171,Wright,Minnesota,34937
84027173,Yellow Medicine,Minnesota,2393
84028001,Adams,Mississippi,6637
84028003,Alcorn,Mississippi,9402
84028005,Amite,Mississippi,3039
84028007,Attala,Mississippi,4603
84028009,Benton,Mississippi,2180
84028011,Bolivar,Mississippi,8711
84028013,Calhoun,Mississippi,4417
84028015,Carroll,Mississippi,2452
84028017,Chickasaw,Mississippi,5300
84028019,Choctaw,Mississippi,1946
84028021,Claiborne,Mississippi,2080
84028023,Clarke,Mississippi,3993
84028025,Clay,Mississippi,4806
84028027,Coahoma,Mississippi,6150
84028029,Copiah,Mississippi,6618
84028031,Covington,Mississippi,6764
84028033,DeSoto,Mississippi,47659
84028035,Forrest,Mississippi,20602
84028037,Franklin,Mississippi,1823
84028039,George,Mississippi,6799
84028041,Greene,Mississippi,2977
84028043,Grenada,Mississippi,5265
84028045,Hancock,Mississippi,11339
84028047,Harrison,Mississippi,49407
84028049,Hinds,Mississippi,50531
84028051,Holmes,Mississippi,4242
84028053,Humphreys,Mississippi,1947
84028055,Issaquena,Mississippi,250
84028057,Itawamba,Mississippi,7028
84028059,Jackson,Mississippi,35160
84028061,Jasper,Mississippi,4575
84028063,Jefferson,Mississippi,1409
84028065,Jefferson Davis,Mississippi,2690
84028067,Jones,Mississippi,20278
84028069,Kemper,Mississippi,2085
84028071,Lafayette,Mississippi,14215
84028073,Lamar,Mississippi,16339
84028075,Lauderdale,Mississippi,17863
84028077,Lawrence,Mississippi,3360
84028079,Leake,Mississippi,5894
84028081,Lee,Mississippi,25447
84028083,Leflore,Mississippi,7115
84028085,Lincoln,Mississippi,7711
84028087,Lowndes,Mississippi,16628
84028089,Madison,Mississippi,22994
84028091,Marion,Mississippi,6687
84028093,Marshall,Mississippi,9551
84028095,Monroe,Mississippi,10235
84028097,Montgomery,Mississippi,2828
84028099,Neshoba,Mississippi,9922
84028101,Newton,Mississippi,5677
84028103,Noxubee,Mississippi,2647
84028105,Oktibbeha,Mississippi,10286
84080028,Out of MS,Mississippi,0
84028107,Panola,Mississippi,9913
84028109,Pearl River,Mississippi,14228
84028111,Perry,Mississippi,2890
84028113,Pike,Mississippi,8719
84028115,Pontotoc,Mississippi,9703
84028117,Prentiss,Mississippi,7650
84028119,Quitman,Mississippi,1512
84028121,Rankin,Mississippi,34795
84028123,Scott,Mississippi,6353
84028125,Sharkey,Mississippi,906
84028127,Simpson,Mississippi,6529
84028129,Smith,Mississippi,3850
84028131,Stone,Mississippi,5163
84028133,Sunflower,Mississippi,5606
84028135,Tallahatchie,Mississippi,3075
84028137,Tate,Mississippi,6903
84028139,Tippah,Mississippi,6779
84028141,Tishomingo,Mississippi,5732
84028143,Tunica,Mississippi,2438
84090028,Unassigned,Mississippi,0
84028145,Union,Mississippi,8985
84028147,Walthall,Mississippi,3362
84028149,Warren,Mississippi,9758
84028151,Washington,Mississippi,9682
84028153,Wayne,Mississippi,5548
84028155,Webster,Mississippi,2970
84028157,Wilkinson,Mississippi,1748
84028159,Winston,Mississippi,4841
84028161,Yalobusha,Mississippi,3861
84028163,Yazoo,Mississippi,7800
84029001,Adair,Missouri,5255
84029003,Andrew,Missouri,4565
84029005,Atchison,Missouri,1273
84029007,Audrain,Missouri,5447
84029009,Barry,Missouri,6383
84029011,Barton,Missouri,2644
84029013,Bates,Missouri,3628
84029015,Benton,Missouri,3925
84029017,Bollinger,Missouri,2373
84029019,Boone,Missouri,41747
84029021,Buchanan,Missouri,21684
84029023,Butler,Missouri,9510
84029025,Caldwell,Missouri,1585
84029027,Callaway,Missouri,11424
84029029,Camden,Missouri,8979
84029031,Cape Girardeau,Missouri,17785
84029033,Carroll,Missouri,2150
84029035,Carter,Missouri,1451
84029037,Cass,Missouri,23707
84029039,Cedar,Missouri,2787
84029041,Chariton,Missouri,1603
84029043,Christian,Missouri,19970
84029045,Clark,Missouri,1526
84029047,Clay,Missouri,25308
84029049,Clinton,Missouri,4483
84029051,Cole,Missouri,19369
84029053,Cooper,Missouri,4010
84029055,Crawford,Missouri,5222
84029057,Dade,Missouri,1356
84029059,Dallas,Missouri,3654
84029061,Daviess,Missouri,1563
84029063,DeKalb,Missouri,2060
84029065,Dent,Missouri,3119
84029067,Douglas,Missouri,2427
84029069,Dunklin,Missouri,6648
84029071,Franklin,Missouri,21949
84029073,Gasconade,Missouri,3195
84029075,Gentry,Missouri,2054
84029077,Greene,Missouri,67139
84029079,Grundy,Missouri,2237
84029081,Harrison,Missouri,1730
84029083,Henry,Missouri,5487
84029085,Hickory,Missouri,1738
84029087,Holt,Missouri,1001
84029089,Howard,Missouri,2091
84029091,Howell,Missouri,8516
84029093,Iron,Missouri,2062
84029095,Jackson,Missouri,91711
84029097,Jasper,Missouri,32304
84029099,Jefferson,Missouri,52190
84029101,Johnson,Missouri,11653
84070003,Kansas City,Missouri,108585
84029103,Knox,Missouri,902
84029105,Laclede,Missouri,7851
84029107,Lafayette,Missouri,7497
84029109,Lawrence,Missouri,7439
84029111,Lewis,Missouri,2570
84029113,Lincoln,Missouri,14759
84029115,Linn,Missouri,2290
84029117,Livingston,Missouri,3527
84029121,Macon,Missouri,3475
84029123,Madison,Missouri,3421
84029125,Maries,Missouri,1532
84029127,Marion,Missouri,7706
84029119,McDonald,Missouri,4918
84029129,Mercer,Missouri,649
84029131,Miller,Missouri,5864
84029133,Mississippi,Missouri,3026
84029135,Moniteau,Missouri,3708
84029137,Monroe,Missouri,2067
84029139,Montgomery,Missouri,2309
84029141,Morgan,Missouri,3861
84029143,New Madrid,Missouri,4730
84029145,Newton,Missouri,10881
84029147,Nodaway,Missouri,5742
84029149,Oregon,Missouri,1933
84029151,Osage,Missouri,3075
84080029,Out of MO,Missouri,0
